,building_i,name,use,suburb_loc,town_city,territoria,capture_me,capture_so,capture__1,capture__2,capture__3,capture__4,last_modif,geometry,affected_area,affected_length
2063281,4681734,,Unknown,Monaco,Nelson,Nelson City,Feature Extraction,NZ Aerial Imagery,1145,Tasman 0.3m Rural Aerial Photos (2018-2019),2019-01-02,2019-03-04,2020-07-13,"POLYGON ((1617693.6647740335 5427544.193004423, 1617688.3876743235 5427542.445668561, 1617687.335075734 5427545.624676407, 1617692.6121763326 5427547.371975607, 1617693.6647740335 5427544.193004423))",18.615069252976042,17.8151598691877
2062379,4696410,,Unknown,Monaco,Nelson,Nelson City,Feature Extraction,NZ Aerial Imagery,1145,Tasman 0.3m Rural Aerial Photos (2018-2019),2019-01-02,2019-03-04,2020-07-13,"POLYGON ((1617626.6638505636 5427552.308068801, 1617627.7160927192 5427549.388678119, 1617637.1473717198 5427552.787969286, 1617640.4449601618 5427543.638775562, 1617628.533664906 5427539.345651915, 1617624.2991933986 5427537.81945714, 1617624.2921409395 5427537.839024001, 1617619.949404114 5427549.888029054, 1617626.6638505636 5427552.308068801))",189.0587318560904,59.98197704401819
2090224,1861113,,Unknown,Monaco,Nelson,Nelson City,Feature Extraction,NZ Aerial Imagery,1145,Tasman 0.3m Rural Aerial Photos (2018-2019),2019-01-02,2019-03-04,2020-07-13,"POLYGON ((1618441.1505295376 5427548.858944085, 1618439.6183978652 5427540.106561631, 1618425.8225784216 5427542.521632987, 1618427.3547843143 5427551.273981011, 1618441.1505295376 5427548.858944085))",124.4459963022203,45.78207193903551
2103761,1903229,,Unknown,Monaco,Nelson,Nelson City,Feature Extraction,NZ Aerial Imagery,1145,Tasman 0.3m Rural Aerial Photos (2018-2019),2019-01-02,2019-03-04,2020-07-13,"POLYGON ((1617647.5362524972 5427543.452153879, 1617646.6783979046 5427543.771699054, 1617650.2285560616 5427553.302755056, 1617652.346937334 5427552.513713377, 1617654.4520628417 5427551.729615505, 1617656.3562377694 5427556.841742439, 1617664.1499084404 5427553.938735439, 1617657.6448312448 5427536.474624654, 1617655.437401313 5427537.2968537845, 1617654.8131749118 5427535.620999701, 1617649.6661838791 5427537.538164041, 1617650.6438750331 5427540.162961166, 1617646.8389879793 5427541.580215273, 1617647.5362524972 5427543.452153879))",217.35537715314376,66.49669022545369
2078905,1903840,,Unknown,Monaco,Nelson,Nelson City,Feature Extraction,NZ Aerial Imagery,1145,Tasman 0.3m Rural Aerial Photos (2018-2019),2019-01-02,2019-03-04,2020-07-13,"POLYGON ((1617602.490230121 5427548.831137955, 1617615.657187139 5427553.904007347, 1617620.6162194568 5427541.0324771805, 1617615.131082432 5427538.919206368, 1617612.7899825731 5427544.995558646, 1617600.570351232 5427540.287649843, 1617596.4731091608 5427550.922321609, 1617601.0109933857 5427552.670669498, 1617602.490230121 5427548.831137955))",196.45152798233164,73.76354157305725
2063279,4681727,,Unknown,Monaco,Nelson,Nelson City,Feature Extraction,NZ Aerial Imagery,1145,Tasman 0.3m Rural Aerial Photos (2018-2019),2019-01-02,2019-03-04,2020-07-13,"POLYGON ((1617589.5449628157 5427549.768068533, 1617592.917515988 5427551.033764124, 1617596.0727845628 5427542.626194356, 1617578.7316351726 5427536.11829338, 1617575.6135044 5427544.426942437, 1617582.1712962356 5427546.887998239, 1617579.1971204116 5427554.813012715, 1617586.6079245606 5427557.594198159, 1617589.5449628157 5427549.768068533))",231.7569769314478,71.72265875326836
2108676,1903867,,Unknown,Monaco,Nelson,Nelson City,Feature Extraction,NZ Aerial Imagery,1145,Tasman 0.3m Rural Aerial Photos (2018-2019),2019-01-02,2019-03-04,2020-07-13,"POLYGON ((1617783.1478671469 5427552.290996844, 1617785.1494707868 5427553.092404129, 1617785.9803669534 5427551.017150792, 1617789.6824445736 5427552.499406061, 1617791.6164384515 5427547.668963032, 1617793.4822065653 5427548.416014074, 1617797.1744215263 5427539.194343714, 1617789.8754075284 5427536.271947642, 1617787.5305901638 5427542.128406913, 1617777.217886437 5427537.999410494, 1617773.9454328192 5427546.172642905, 1617779.1235526907 5427548.245881272, 1617776.2133541119 5427555.514529898, 1617781.0774284047 5427557.462041163, 1617783.1478671469 5427552.290996844))",252.20136543851117,83.82590727291291
2057481,4696466,,Unknown,Monaco,Nelson,Nelson City,Feature Extraction,NZ Aerial Imagery,1145,Tasman 0.3m Rural Aerial Photos (2018-2019),2019-01-02,2019-03-04,2020-07-13,"POLYGON ((1617673.1972707347 5427540.347796107, 1617672.7822771634 5427541.439094995, 1617669.9560377856 5427548.871303046, 1617683.7403882095 5427554.113140023, 1617686.8346425563 5427545.9761103885, 1617676.058687835 5427541.878322267, 1617676.205665973 5427541.491813297, 1617673.1972707347 5427540.347796107))",129.71386006701042,47.73273086605552
2083793,1903172,,Unknown,Monaco,Nelson,Nelson City,Feature Extraction,NZ Aerial Imagery,1145,Tasman 0.3m Rural Aerial Photos (2018-2019),2019-01-02,2019-03-04,2020-07-13,"POLYGON ((1618283.5833532813 5427552.744401574, 1618283.5957189186 5427542.696425868, 1618280.404848994 5427542.692478057, 1618280.3924825154 5427552.740490491, 1618283.5833532813 5427552.744401574))",32.06189489791102,26.477748887926992
2108675,1903857,,Unknown,Monaco,Nelson,Nelson City,Feature Extraction,NZ Aerial Imagery,1145,Tasman 0.3m Rural Aerial Photos (2018-2019),2019-01-02,2019-03-04,2020-07-13,"POLYGON ((1617705.6262688995 5427552.519054457, 1617702.4509046294 5427551.295692046, 1617706.3302036275 5427541.226763721, 1617698.5904631 5427538.244849736, 1617692.4044910923 5427554.300848095, 1617703.3195954897 5427558.506160569, 1617705.6262688995 5427552.519054457))",164.5485285900197,57.80725872158091
2108622,1903181,,Unknown,Monaco,Nelson,Nelson City,Feature Extraction,NZ Aerial Imagery,1145,Tasman 0.3m Rural Aerial Photos (2018-2019),2019-01-02,2019-03-04,2020-07-13,"POLYGON ((1618363.3219921994 5427553.8899578815, 1618372.7398283007 5427554.436346239, 1618372.835017477 5427552.79561578, 1618377.3387835156 5427553.056907815, 1618377.7725950463 5427545.578910121, 1618362.874083366 5427544.714552486, 1618362.4402717936 5427552.19255064, 1618363.4171813796 5427552.249227363, 1618363.3219921994 5427553.8899578815))",127.29014891253557,48.115247878241846
2098516,1903223,,Unknown,Monaco,Nelson,Nelson City,Feature Extraction,NZ Aerial Imagery,1145,Tasman 0.3m Rural Aerial Photos (2018-2019),2019-01-02,2019-03-04,2020-07-13,"POLYGON ((1617722.4008903552 5427555.071903188, 1617725.755821967 5427546.132193699, 1617722.045013599 5427544.739554575, 1617719.8886054524 5427550.485422567, 1617721.9074747846 5427551.243106359, 1617720.7088788927 5427554.43690967, 1617722.4008903552 5427555.071903188))",30.490202151193945,27.0241364906474
2098579,1903859,,Unknown,Monaco,Nelson,Nelson City,Feature Extraction,NZ Aerial Imagery,1145,Tasman 0.3m Rural Aerial Photos (2018-2019),2019-01-02,2019-03-04,2020-07-13,"POLYGON ((1617705.803004455 5427565.682816056, 1617711.3652456517 5427567.3642986575, 1617713.4782652825 5427560.374626561, 1617715.9341622635 5427561.11708297, 1617719.142064466 5427550.505525092, 1617717.3411212894 5427549.961097148, 1617720.9771948238 5427537.933125456, 1617715.366883635 5427536.237096258, 1617712.216951375 5427546.656845538, 1617713.5331662071 5427547.054746522, 1617713.1083833312 5427548.459883863, 1617711.1853610561 5427547.878540743, 1617705.803004455 5427565.682816056))",207.055168942083,81.40996163413052
2105144,1861114,,Unknown,Monaco,Nelson,Nelson City,Feature Extraction,NZ Aerial Imagery,1145,Tasman 0.3m Rural Aerial Photos (2018-2019),2019-01-02,2019-03-04,2020-07-13,"POLYGON ((1618423.0759569327 5427556.720201944, 1618423.0478737631 5427547.766173379, 1618416.9274599617 5427547.785355481, 1618416.9555439816 5427556.739347676, 1618423.0759569327 5427556.720201944))",54.802783092325264,30.14899559930661
2088920,1903862,,Unknown,Monaco,Nelson,Nelson City,Feature Extraction,NZ Aerial Imagery,1145,Tasman 0.3m Rural Aerial Photos (2018-2019),2019-01-02,2019-03-04,2020-07-13,"POLYGON ((1617758.2856435683 5427561.526453118, 1617761.3430815744 5427553.985812736, 1617764.8436863935 5427555.405168637, 1617766.7310122948 5427550.750319122, 1617749.3236116618 5427543.692358678, 1617745.3838105486 5427553.409260506, 1617747.7318406866 5427554.361270828, 1617746.388968114 5427557.673128452, 1617754.1951535465 5427560.838185822, 1617754.5329895234 5427560.004915235, 1617758.2856435683 5427561.526453118))",217.25287502838046,65.6856901026703
2075322,1861119,,Unknown,Monaco,Nelson,Nelson City,Feature Extraction,NZ Aerial Imagery,1145,Tasman 0.3m Rural Aerial Photos (2018-2019),2019-01-02,2019-03-04,2020-07-13,"POLYGON ((1618496.1208953809 5427560.576701026, 1618495.9351031014 5427557.476330655, 1618499.531014996 5427557.260842178, 1618499.2345848328 5427552.314116887, 1618492.6455498107 5427552.709008754, 1618492.7117790058 5427553.813317788, 1618483.6785130186 5427554.354643099, 1618484.0945803672 5427561.297395248, 1618496.1208953809 5427560.576701026))",104.96464171526259,47.4236142006535
2069511,4691768,,Unknown,Monaco,Nelson,Nelson City,Feature Extraction,NZ Aerial Imagery,1145,Tasman 0.3m Rural Aerial Photos (2018-2019),2019-01-02,2019-03-04,2020-07-13,"POLYGON ((1618293.163902772 5427558.914848651, 1618292.6624184374 5427555.629943338, 1618287.2703881795 5427556.453037705, 1618287.7718716934 5427559.737979685, 1618293.163902772 5427558.914848651))",18.125186829859697,17.55495285024631
2083818,1903510,,Unknown,Monaco,Nelson,Nelson City,Feature Extraction,NZ Aerial Imagery,1145,Tasman 0.3m Rural Aerial Photos (2018-2019),2019-01-02,2019-03-04,2020-07-13,"POLYGON ((1617731.3139683788 5427562.597352068, 1617732.4061737894 5427562.953715587, 1617732.8568369253 5427561.572494766, 1617735.30757772 5427562.37211965, 1617737.8468337327 5427554.589675321, 1617727.3372589622 5427551.1606229395, 1617725.2258613787 5427557.631744082, 1617723.8411528172 5427557.179941354, 1617722.0411295404 5427562.696746756, 1617730.3924718034 5427565.421613002, 1617731.3139683788 5427562.597352068))",133.0360710541962,50.242594735850595
2078908,1903865,,Unknown,Monaco,Nelson,Nelson City,Feature Extraction,NZ Aerial Imagery,1145,Tasman 0.3m Rural Aerial Photos (2018-2019),2019-01-02,2019-03-04,2020-07-13,"POLYGON ((1617763.0383672265 5427571.583122618, 1617773.3743997219 5427575.773913279, 1617774.875363746 5427572.071900429, 1617776.8691178493 5427572.880266652, 1617780.7426070813 5427563.326973167, 1617768.9791928495 5427558.557413729, 1617768.285868669 5427560.267406103, 1617769.430104661 5427560.731341783, 1617768.4367140185 5427563.181408457, 1617767.4931540552 5427562.798837796, 1617766.9117745338 5427564.232733546, 1617766.1447150824 5427563.921725823, 1617763.0383672265 5427571.583122618))",174.42028083755832,57.68574521237047
2113631,1903866,,Unknown,Monaco,Nelson,Nelson City,Feature Extraction,NZ Aerial Imagery,1145,Tasman 0.3m Rural Aerial Photos (2018-2019),2019-01-02,2019-03-04,2020-07-13,"POLYGON ((1617790.3595150171 5427565.840161839, 1617787.145928578 5427564.53723221, 1617784.7717660624 5427570.392832271, 1617787.985278525 5427571.695796742, 1617790.3595150171 5427565.840161839))",21.910772584033573,19.57255176438889
2098580,1903864,,Unknown,Monaco,Nelson,Nelson City,Feature Extraction,NZ Aerial Imagery,1145,Tasman 0.3m Rural Aerial Photos (2018-2019),2019-01-02,2019-03-04,2020-07-13,"POLYGON ((1617758.6858431718 5427572.172554827, 1617754.479546121 5427570.840627236, 1617752.724045483 5427576.384611022, 1617756.9303425925 5427577.716538525, 1617758.6858431718 5427572.172554827))",25.65784224486871,20.454846733457096
2078907,1903863,,Unknown,Monaco,Nelson,Nelson City,Feature Extraction,NZ Aerial Imagery,1145,Tasman 0.3m Rural Aerial Photos (2018-2019),2019-01-02,2019-03-04,2020-07-13,"POLYGON ((1617725.3733406225 5427580.868124844, 1617721.2198465301 5427579.71075223, 1617719.0177510187 5427587.613392494, 1617723.171318374 5427588.770766668, 1617725.3733406225 5427580.868124844))",35.37246673540604,25.03094587912102
2072253,1881237,,Unknown,Nelson Airport,Nelson,Nelson City,Feature Extraction,NZ Aerial Imagery,1145,Tasman 0.3m Rural Aerial Photos (2018-2019),2019-01-02,2019-03-04,2020-07-13,"POLYGON ((1618210.3717743224 5427809.772255894, 1618221.979557807 5427821.515852241, 1618225.2217956076 5427818.311110309, 1618216.7064334357 5427809.696116957, 1618215.5339770196 5427810.855014044, 1618212.4415559892 5427807.726411045, 1618210.3717743224 5427809.772255894))",68.0235347945908,42.14195697842431
2096810,1881235,,Unknown,Nelson Airport,Nelson,Nelson City,Feature Extraction,NZ Aerial Imagery,1145,Tasman 0.3m Rural Aerial Photos (2018-2019),2019-01-02,2019-03-04,2020-07-13,"POLYGON ((1618173.877165468 5427826.066168888, 1618166.7719404895 5427819.127511118, 1618162.9106914836 5427823.0815123115, 1618170.0158817784 5427830.020096033, 1618173.877165468 5427826.066168888))",54.88559919739895,30.915552220401167
2091791,1881236,,Unknown,Nelson Airport,Nelson,Nelson City,Feature Extraction,NZ Aerial Imagery,1145,Tasman 0.3m Rural Aerial Photos (2018-2019),2019-01-02,2019-03-04,2020-07-13,"POLYGON ((1618157.946161325 5427837.50157814, 1618154.5477323055 5427834.324699034, 1618150.1032415729 5427839.079071695, 1618153.5016690297 5427842.256023981, 1618157.946161325 5427837.50157814))",30.27729350512616,22.32080706288264
2056469,4692788,,Unknown,Tahunanui,Nelson,Nelson City,Feature Extraction,NZ Aerial Imagery,1145,Tasman 0.3m Rural Aerial Photos (2018-2019),2019-01-02,2019-03-04,2020-07-13,"MULTIPOLYGON (((1619514.3428935958 5429404.53909894, 1619514.1778160373 5429398.854875612, 1619517.6590243005 5429404.223890577, 1619520.90937314 5429403.914934983, 1619516.34063905 5429396.008311623, 1619512.374139759 5429396.385348503, 1619513.1598904233 5429404.651547008, 1619514.3428935958 5429404.53909894)), ((1619521.1734054983 5429403.8898379, 1619517.1712535927 5429395.929357287, 1619516.3559805092 5429396.006853335, 1619520.9399733683 5429403.912026337, 1619521.1734054983 5429403.8898379)), ((1619521.9427730658 5429403.81670716, 1619518.445703588 5429397.1671775, 1619521.6572143494 5429403.843850389, 1619521.9427730658 5429403.81670716)), ((1619522.8219194084 5429403.733141612, 1619518.6084659353 5429395.7927426, 1619518.286747208 5429395.823323678, 1619522.3600777343 5429403.777041076, 1619522.8219194084 5429403.733141612)), ((1619526.710300828 5429403.36353907, 1619524.8966409871 5429397.946556412, 1619525.4595561812 5429395.141509988, 1619518.9336663994 5429395.761830565, 1619523.0114950708 5429403.715121866, 1619526.710300828 5429403.36353907)), ((1619517.7650351124 5429395.872915192, 1619518.445703588 5429397.1671775, 1619517.820616111 5429395.867631922, 1619517.7650351124 5429395.872915192)))",86.6593596380706,121.7230679249554
2082576,1887447,,Unknown,Tahunanui,Nelson,Nelson City,Feature Extraction,NZ Aerial Imagery,1145,Tasman 0.3m Rural Aerial Photos (2018-2019),2019-01-02,2019-03-04,2020-07-13,"POLYGON ((1619472.1129817409 5429403.736062523, 1619471.8915739227 5429401.169725098, 1619477.6596851414 5429400.67220311, 1619477.1228668133 5429394.448425256, 1619470.877002537 5429394.987151172, 1619470.9434071188 5429395.756868922, 1619466.7682220154 5429396.116992446, 1619467.4600427952 5429404.137426871, 1619472.1129817409 5429403.736062523))",74.13296521812637,38.56503757518691
2087291,1887456,,Unknown,Tahunanui,Nelson,Nelson City,Feature Extraction,NZ Aerial Imagery,1145,Tasman 0.3m Rural Aerial Photos (2018-2019),2019-01-02,2019-03-04,2020-07-13,"POLYGON ((1619504.8160728496 5429396.9775386285, 1619501.3526563223 5429396.455599528, 1619500.1947584837 5429404.138765618, 1619503.6582482322 5429404.6607062975, 1619504.8160728496 5429396.9775386285))",27.214622400434457,22.544965700983038
2072739,1887449,,Unknown,Tahunanui,Nelson,Nelson City,Feature Extraction,NZ Aerial Imagery,1145,Tasman 0.3m Rural Aerial Photos (2018-2019),2019-01-02,2019-03-04,2020-07-13,"POLYGON ((1619443.4518164701 5429408.159956366, 1619443.534942297 5429402.350375103, 1619438.9730176344 5429402.285051954, 1619438.889890964 5429408.094669921, 1619443.4518164701 5429408.159956366))",26.508386757793446,20.745173546819082
2102541,1887448,,Unknown,Tahunanui,Nelson,Nelson City,Feature Extraction,NZ Aerial Imagery,1145,Tasman 0.3m Rural Aerial Photos (2018-2019),2019-01-02,2019-03-04,2020-07-13,"POLYGON ((1619436.4916677827 5429411.958920399, 1619436.655290753 5429407.4324708665, 1619431.3821094 5429407.24186409, 1619431.218486424 5429411.768313721, 1619436.4916677827 5429411.958920399))",23.899977181606996,19.612062124339346
2107388,1887453,,Unknown,Tahunanui,Nelson,Nelson City,Feature Extraction,NZ Aerial Imagery,1145,Tasman 0.3m Rural Aerial Photos (2018-2019),2019-01-02,2019-03-04,2020-07-13,"POLYGON ((1619491.6332679444 5429422.655116529, 1619491.8298056566 5429416.471489022, 1619494.899648674 5429416.569031939, 1619495.1613242812 5429408.334109462, 1619492.2537149729 5429408.241696293, 1619492.4218811737 5429402.949252095, 1619483.7431766144 5429402.673505156, 1619483.419018588 5429412.876265027, 1619482.122104594 5429412.835065193, 1619481.9318670998 5429418.821555279, 1619483.116674344 5429418.859183114, 1619483.008736197 5429422.25620009, 1619491.6332679444 5429422.655116529))",201.83033026683555,65.09737498652666
2107387,1887450,,Unknown,Tahunanui,Nelson,Nelson City,Feature Extraction,NZ Aerial Imagery,1145,Tasman 0.3m Rural Aerial Photos (2018-2019),2019-01-02,2019-03-04,2020-07-13,"POLYGON ((1619456.806146052 5429430.531406638, 1619456.831249464 5429410.025074978, 1619447.660417515 5429410.013847034, 1619447.6532930739 5429415.830305679, 1619445.5802696822 5429415.827791965, 1619445.574762237 5429420.318816437, 1619446.9698362395 5429420.320536829, 1619446.9573655757 5429430.51934962, 1619456.806146052 5429430.531406638))",204.284868337049,63.50038495573055
2076113,1870755,,Unknown,Tahunanui,Nelson,Nelson City,Feature Extraction,NZ Aerial Imagery,1145,Tasman 0.3m Rural Aerial Photos (2018-2019),2019-01-02,2019-03-04,2020-07-13,"POLYGON ((1619401.5078305604 5429430.674764023, 1619409.9999608393 5429430.870453627, 1619410.1149172806 5429425.878637529, 1619415.9586088078 5429426.013297582, 1619416.2044239815 5429415.342764043, 1619409.9494679393 5429415.1986632915, 1619409.844279424 5429419.763404642, 1619397.3922426617 5429419.476493589, 1619394.5072495658 5429420.701058986, 1619394.4132952867 5429424.778285233, 1619392.1414274515 5429424.725933072, 1619391.9752507673 5429431.937320291, 1619401.4736937524 5429432.156162329, 1619401.5078305604 5429430.674764023))",264.0577920754765,80.9650046978658
2107389,1887455,,Unknown,Tahunanui,Nelson,Nelson City,Feature Extraction,NZ Aerial Imagery,1145,Tasman 0.3m Rural Aerial Photos (2018-2019),2019-01-02,2019-03-04,2020-07-13,"POLYGON ((1619513.9441863068 5429428.422281975, 1619514.5789918776 5429425.020368966, 1619514.4721461807 5429424.021199379, 1619514.5223921337 5429414.351279543, 1619506.0335571212 5429412.767240181, 1619502.180071019 5429433.418367088, 1619515.7499215323 5429435.95051494, 1619515.725172801 5429435.7389018955, 1619514.9631052327 5429428.6124123875, 1619513.9441863068 5429428.422281975))",227.4154982372398,65.99925442561073
2117138,1887451,,Unknown,Tahunanui,Nelson,Nelson City,Feature Extraction,NZ Aerial Imagery,1145,Tasman 0.3m Rural Aerial Photos (2018-2019),2019-01-02,2019-03-04,2020-07-13,"POLYGON ((1619465.4349553732 5429432.648298144, 1619466.2454156966 5429417.536572062, 1619458.9136356195 5429417.143352409, 1619458.1031752587 5429432.255078947, 1619465.4349553732 5429432.648298144))",111.11454292384502,44.95152165501355
2112170,1887452,,Unknown,Tahunanui,Nelson,Nelson City,Feature Extraction,NZ Aerial Imagery,1145,Tasman 0.3m Rural Aerial Photos (2018-2019),2019-01-02,2019-03-04,2020-07-13,"POLYGON ((1619477.34608072 5429420.942160971, 1619469.253458564 5429420.649676005, 1619469.124323834 5429424.222909832, 1619468.269045324 5429424.191996811, 1619468.0673713705 5429429.772270634, 1619477.0151988592 5429430.095666608, 1619477.34608072 5429420.942160971))",78.95120941986605,36.22638016069165
2072738,1887446,,Unknown,Tahunanui,Nelson,Nelson City,Feature Extraction,NZ Aerial Imagery,1145,Tasman 0.3m Rural Aerial Photos (2018-2019),2019-01-02,2019-03-04,2020-07-13,"POLYGON ((1619431.3596178445 5429430.193057419, 1619431.0893178212 5429428.966662588, 1619436.0554744855 5429427.872065897, 1619434.0525790935 5429418.785097527, 1619421.1018257076 5429421.639602459, 1619422.0704522536 5429426.034331781, 1619420.7166484182 5429426.332708935, 1619422.021216704 5429432.251379937, 1619431.3596178445 5429430.193057419))",142.0705529061005,50.41767346800601
2092265,1887454,,Unknown,Tahunanui,Nelson,Nelson City,Feature Extraction,NZ Aerial Imagery,1145,Tasman 0.3m Rural Aerial Photos (2018-2019),2019-01-02,2019-03-04,2020-07-13,"POLYGON ((1619483.008736197 5429422.25620009, 1619478.9847401273 5429422.128321772, 1619478.7011063402 5429431.055572159, 1619494.5719992982 5429431.559884063, 1619494.851732722 5429422.757402308, 1619491.6332679444 5429422.655116529, 1619483.008736197 5429422.25620009))",140.88600228920367,49.49745358564915
2117139,1887459,,Unknown,Tahunanui,Nelson,Nelson City,Feature Extraction,NZ Aerial Imagery,1145,Tasman 0.3m Rural Aerial Photos (2018-2019),2019-01-02,2019-03-04,2020-07-13,"MULTIPOLYGON (((1619532.5112325342 5429423.084299268, 1619532.3627655667 5429421.713196667, 1619530.039996378 5429417.335857676, 1619530.0682813695 5429417.47849488, 1619529.5603329926 5429416.487805537, 1619528.9059209353 5429416.558666974, 1619533.6875770038 5429425.895483816, 1619535.211159803 5429428.522928051, 1619535.0150108433 5429426.711444757, 1619533.0588539522 5429423.02499934, 1619532.5112325342 5429423.084299268)), ((1619529.588378778 5429416.484768666, 1619530.039996378 5429417.335857676, 1619529.8652794834 5429416.454785138, 1619529.588378778 5429416.484768666)), ((1619528.310782011 5429416.623110162, 1619532.2550577552 5429423.42508021, 1619528.6580425058 5429416.585507894, 1619528.310782011 5429416.623110162)), ((1619527.8291817086 5429416.675259094, 1619532.8691210165 5429427.153201918, 1619527.6130733695 5429416.698659866, 1619525.8699090618 5429416.887414225, 1619535.571405654 5429431.849886003, 1619535.2824811086 5429429.181597633, 1619532.984453914 5429424.811996147, 1619528.2560432153 5429416.629037421, 1619527.8291817086 5429416.675259094)), ((1619535.2301602561 5429428.698401851, 1619534.2880711982 5429427.068028271, 1619535.2588834858 5429428.963667855, 1619535.2301602561 5429428.698401851)), ((1619534.2880711982 5429427.068028271, 1619533.6875770038 5429425.895483816, 1619532.2550577552 5429423.42508021, 1619532.984453914 5429424.811996147, 1619534.2880711982 5429427.068028271)))",36.707241732764764,119.44570500305196
2087292,1887460,,Unknown,Tahunanui,Nelson,Nelson City,Feature Extraction,NZ Aerial Imagery,1145,Tasman 0.3m Rural Aerial Photos (2018-2019),2019-01-02,2019-03-04,2020-07-13,"MULTIPOLYGON (((1619541.177346382 5429438.811717437, 1619542.8189357573 5429441.642666002, 1619542.9497416585 5429441.664719815, 1619541.2396728403 5429438.442035895, 1619541.177346382 5429438.811717437)), ((1619540.9520047735 5429440.1483028205, 1619541.8107163217 5429441.472680681, 1619542.698048983 5429441.622284549, 1619541.1540040157 5429438.950169743, 1619540.9520047735 5429440.1483028205)))",2.301787250906992,14.207760190046317
2117137,1887441,,Unknown,Tahunanui,Nelson,Nelson City,Feature Extraction,NZ Aerial Imagery,1145,Tasman 0.3m Rural Aerial Photos (2018-2019),2019-01-02,2019-03-04,2020-07-13,"POLYGON ((1619524.2941605845 5429512.413819293, 1619522.9839154896 5429511.088876043, 1619526.344814328 5429507.765280878, 1619527.564889719 5429508.999061487, 1619529.5154524716 5429507.070192243, 1619519.6352676516 5429497.079034139, 1619515.6874539426 5429500.983003682, 1619516.9462447644 5429502.255939419, 1619510.9770526893 5429508.15876601, 1619514.854473047 5429512.079714708, 1619516.6751674588 5429510.279301388, 1619521.5093114448 5429515.167737689, 1619524.2941605845 5429512.413819293))",155.97149799638663,59.72364154729951
2098062,1897333,,Unknown,Mapua,Mapua,Tasman District,Feature Extraction,NZ Aerial Imagery,1145,Tasman 0.3m Rural Aerial Photos (2018-2019),2019-01-02,2019-03-04,2020-07-13,"POLYGON ((1608586.587324484 5433929.791961995, 1608586.769019862 5433921.900386735, 1608586.8527182445 5433921.8915269775, 1608587.1156657033 5433921.844926856, 1608587.374713057 5433921.780062332, 1608587.6285932788 5433921.697250669, 1608587.8760646097 5433921.596896906, 1608588.115916644 5433921.479491885, 1608588.3469762383 5433921.345609846, 1608588.5681132588 5433921.195905618, 1608588.7782460984 5433921.031111422, 1608588.9763469754 5433920.852033285, 1608589.1614469602 5433920.659547096, 1608589.332640704 5433920.454594326, 1608589.4890908848 5433920.238177421, 1608589.6300322872 5433920.011354894, 1608589.8925194954 5433908.607591089, 1608587.2089024433 5433908.545803384, 1608587.21276957 5433908.377843062, 1608583.691533185 5433911.557691101, 1608576.4251032039 5433918.119166336, 1608576.3924824696 5433919.536378566, 1608576.5611257756 5433919.540261408, 1608576.4095403487 5433926.124067925, 1608576.3305280611 5433929.555810008, 1608586.587324484 5433929.791961995))",204.81879102151728,62.10755683523489
2058227,4681390,,Unknown,Mapua,Mapua,Tasman District,Feature Extraction,NZ Aerial Imagery,1145,Tasman 0.3m Rural Aerial Photos (2018-2019),2019-01-02,2019-03-04,2020-07-13,"POLYGON ((1608609.7874964916 5433969.7308822265, 1608613.2486167261 5433966.09541069, 1608610.608376122 5433963.581791666, 1608607.1472558123 5433967.217263209, 1608609.7874964916 5433969.7308822265))",18.29845745902622,17.32998245792865
2112087,1886637,,Unknown,Ruby Bay,Mapua,Tasman District,Feature Extraction,NZ Aerial Imagery,1145,Tasman 0.3m Rural Aerial Photos (2018-2019),2019-01-02,2019-03-04,2020-07-13,"POLYGON ((1608174.2131649551 5434168.332975338, 1608168.8332892908 5434173.2940673735, 1608176.2272892 5434181.312179304, 1608182.4181469632 5434175.603204422, 1608180.0937392411 5434173.082629603, 1608193.30229173 5434160.9021733, 1608188.7908700297 5434156.009951802, 1608182.6280524887 5434161.693081783, 1608178.56333596 5434157.285260198, 1608174.687738816 5434160.859206168, 1608173.676515292 5434159.762632514, 1608169.4567100876 5434163.175065901, 1608170.7066145653 5434164.530465816, 1608174.2131649551 5434168.332975338))",283.6248975286837,88.28335247481745
2100141,1860718,,Unknown,Ruby Bay,Mapua,Tasman District,Feature Extraction,NZ Aerial Imagery,1145,Tasman 0.3m Rural Aerial Photos (2018-2019),2019-01-02,2019-03-04,2020-07-13,"POLYGON ((1608168.8956570555 5434173.425676345, 1608163.7644204856 5434167.812386783, 1608159.357947732 5434171.42056743, 1608151.8539923918 5434178.15612875, 1608145.7485858952 5434184.170089856, 1608150.9351061299 5434189.843828067, 1608168.8956570555 5434173.425676345))",191.60021179008515,63.97482092425396
2113441,1901449,,Unknown,Jackett Island,,Tasman District,Feature Extraction,NZ Aerial Imagery,1145,Tasman 0.3m Rural Aerial Photos (2018-2019),2019-01-02,2019-03-04,2020-07-13,"POLYGON ((1602991.9206812596 5443787.761459433, 1602990.9571108099 5443783.565418458, 1602985.566744136 5443784.803269237, 1602986.5303129486 5443788.999383497, 1602991.9206812596 5443787.761459433))",23.811191111162508,19.67194377853541
